sepallen,sepalwid,petallen,petalwid,species,lnsepal,lnpetal,Species,,
50,33,14,2,1,0.415515444,1.945910149,Setosa,,
46,34,14,3,1,0.302280872,1.540445041,Setosa,,
46,36,10,2,1,0.245122458,1.609437912,Setosa,,
51,33,17,5,1,0.435318071,1.223775432,Setosa,,
55,35,13,2,1,0.451985124,1.871802177,Setosa,,
48,31,16,2,1,0.437213806,2.079441542,Setosa,,
52,34,14,2,1,0.424883194,1.945910149,Setosa,,
49,36,14,1,1,0.30830136,2.63905733,Setosa,,
44,32,13,2,1,0.318453731,1.871802177,Setosa,,
50,35,16,6,1,0.356674944,0.980829253,Setosa,,
44,30,13,2,1,0.382992252,1.871802177,Setosa,,
47,32,16,2,1,0.384411699,2.079441542,Setosa,,
48,30,14,3,1,0.470003629,1.540445041,Setosa,,
51,38,16,2,1,0.294239473,2.079441542,Setosa,,
48,34,19,2,1,0.344840486,2.251291799,Setosa,,
50,30,16,2,1,0.510825624,2.079441542,Setosa
50,32,12,2,1,0.446287103,1.791759469,Setosa
43,30,11,1,1,0.360002734,2.397895273,Setosa
58,40,12,2,1,0.371563556,1.791759469,Setosa
51,38,19,4,1,0.294239473,1.558144618,Setosa
49,30,14,2,1,0.490622916,1.945910149,Setosa
51,35,14,2,1,0.376477571,1.945910149,Setosa
50,34,16,4,1,0.385662481,1.386294361,Setosa
46,32,14,2,1,0.362905494,1.945910149,Setosa
57,44,15,4,1,0.258861634,1.32175584,Setosa
50,36,14,2,1,0.328504067,1.945910149,Setosa
54,34,15,4,1,0.462623522,1.32175584,Setosa
52,41,15,1,1,0.237671652,2.708050201,Setosa
55,42,14,2,1,0.269663567,1.945910149,Setosa
49,31,15,2,1,0.457833094,2.014903021,Setosa
54,39,17,4,1,0.3254224,1.446918983,Setosa
50,34,15,2,1,0.385662481,2.014903021,Setosa
44,29,14,2,1,0.416893804,1.945910149,Setosa
47,32,13,2,1,0.384411699,1.871802177,Setosa
46,31,15,2,1,0.394654192,2.014903021,Setosa
51,34,15,2,1,0.405465108,2.014903021,Setosa
50,35,13,3,1,0.356674944,1.466337069,Setosa
49,31,15,1,1,0.457833094,2.708050201,Setosa
54,37,15,2,1,0.378066134,2.014903021,Setosa
54,39,13,4,1,0.3254224,1.178654996,Setosa
51,35,14,3,1,0.376477571,1.540445041,Setosa
48,34,16,2,1,0.344840486,2.079441542,Setosa
48,30,14,1,1,0.470003629,2.63905733,Setosa
45,23,13,3,1,0.671168274,1.466337069,Setosa
57,38,17,3,1,0.405465108,1.734601055,Setosa
51,38,15,3,1,0.294239473,1.609437912,Setosa
54,34,17,2,1,0.462623522,2.140066163,Setosa
51,37,15,4,1,0.32090772,1.32175584,Setosa
52,35,15,2,1,0.395895657,2.014903021,Setosa
53,37,15,2,1,0.359374001,2.014903021,Setosa
65,28,46,15,2,0.84218276,1.120591195,Versicolor
62,22,45,15,2,1.036091932,1.098612289,Versicolor
59,32,48,18,2,0.611801541,0.980829253,Versicolor
61,30,46,14,2,0.709676483,1.189584067,Versicolor
60,27,51,16,2,0.798507696,1.15923691,Versicolor
56,25,39,11,2,0.806475866,1.265666373,Versicolor
57,28,45,13,2,0.710846758,1.241713132,Versicolor
63,33,47,16,2,0.646627165,1.077558879,Versicolor
70,32,47,14,2,0.782759339,1.211090272,Versicolor
64,32,45,15,2,0.693147181,1.098612289,Versicolor
61,28,40,13,2,0.778669354,1.123930097,Versicolor
55,24,38,11,2,0.829279355,1.239690887,Versicolor
54,30,45,15,2,0.587786665,1.098612289,Versicolor
58,26,40,12,2,0.802346473,1.203972804,Versicolor
55,26,44,12,2,0.749236647,1.299282984,Versicolor
50,23,33,10,2,0.776528789,1.193922468,Versicolor
67,31,44,14,2,0.770705415,1.145132304,Versicolor
56,30,45,15,2,0.624154309,1.098612289,Versicolor
58,27,41,10,2,0.764606145,1.410986974,Versicolor
60,29,45,15,2,0.727048732,1.098612289,Versicolor
57,26,35,10,2,0.78495473,1.252762968,Versicolor
57,29,42,13,2,0.675755438,1.172720261,Versicolor
49,24,33,10,2,0.713766468,1.193922468,Versicolor
56,27,42,13,2,0.729514825,1.172720261,Versicolor
57,30,42,12,2,0.641853886,1.252762968,Versicolor
66,29,46,13,2,0.822358912,1.263692039,Versicolor
52,27,39,14,2,0.655406853,1.024504317,Versicolor
60,34,45,16,2,0.567984038,1.034073768,Versicolor
50,20,35,10,2,0.916290732,1.252762968,Versicolor
55,24,37,10,2,0.829279355,1.30833282,Versicolor
58,27,39,12,2,0.764606145,1.178654996,Versicolor
62,29,43,13,2,0.759838555,1.196250758,Versicolor
59,30,42,15,2,0.676340062,1.029619417,Versicolor
60,22,40,10,2,1.003302109,1.386294361,Versicolor
67,31,47,15,2,0.770705415,1.142097401,Versicolor
63,23,44,13,2,1.00764051,1.219240276,Versicolor
56,30,41,13,2,0.624154309,1.148622709,Versicolor
63,25,49,15,2,0.924258902,1.183770097,Versicolor
61,28,47,12,2,0.778669354,1.365240952,Versicolor
64,29,43,13,2,0.791587253,1.196250758,Versicolor
51,25,30,11,2,0.712949808,1.003302109,Versicolor
57,28,41,13,2,0.710846758,1.148622709,Versicolor
61,29,47,14,2,0.743578034,1.211090272,Versicolor
56,29,36,13,2,0.658055861,1.018569581,Versicolor
69,31,49,15,2,0.8001193,1.183770097,Versicolor
55,25,40,13,2,0.78845736,1.123930097,Versicolor
55,23,40,13,2,0.871838969,1.123930097,Versicolor
66,30,44,14,2,0.78845736,1.145132304,Versicolor
68,28,48,14,2,0.887303195,1.232143681,Versicolor
67,30,50,17,2,0.803495238,1.078809661,Versicolor
64,28,56,22,3,0.826678573,0.934309237,Virginica
67,31,56,24,3,0.770705415,0.84729786,Virginica
63,28,51,15,3,0.810930216,1.223775432,Virginica
69,31,51,23,3,0.8001193,0.796331417,Virginica
65,30,52,20,3,0.773189888,0.955511445,Virginica
65,30,55,18,3,0.773189888,1.116961427,Virginica
58,27,51,19,3,0.764606145,0.987386654,Virginica
68,32,59,23,3,0.753771802,0.942043228,Virginica
62,34,54,23,3,0.60077386,0.853489831,Virginica
77,38,67,22,3,0.706219262,1.113650166,Virginica
67,33,57,25,3,0.708185058,0.824175443,Virginica
76,30,66,21,3,0.929535959,1.145132304,Virginica
49,25,45,17,3,0.672944473,0.973449146,Virginica
67,30,52,23,3,0.803495238,0.815749503,Virginica
59,30,51,18,3,0.676340062,1.041453875,Virginica
63,25,50,19,3,0.924258902,0.967584026,Virginica
64,32,53,23,3,0.693147181,0.834797698,Virginica
79,38,64,20,3,0.731861693,1.16315081,Virginica
67,33,57,21,3,0.708185058,0.99852883,Virginica
77,28,67,20,3,1.011600912,1.208960346,Virginica
63,27,49,18,3,0.84729786,1.00144854,Virginica
72,32,60,18,3,0.810930216,1.203972804,Virginica
61,30,49,18,3,0.709676483,1.00144854,Virginica
61,26,56,14,3,0.852777326,1.386294361,Virginica
64,28,56,21,3,0.826678573,0.980829253,Virginica
62,28,48,18,3,0.794929875,0.980829253,Virginica
77,30,61,23,3,0.94260804,0.975379648,Virginica
63,34,56,24,3,0.616774202,0.84729786,Virginica
58,27,51,19,3,0.764606145,0.987386654,Virginica
72,30,58,16,3,0.875468737,1.287854288,Virginica
71,30,59,21,3,0.861482495,1.033015006,Virginica
64,31,55,18,3,0.724895879,1.116961427,Virginica
60,30,48,18,3,0.693147181,0.980829253,Virginica
63,29,56,18,3,0.775838896,1.134979933,Virginica
77,26,69,23,3,1.085708884,1.098612289,Virginica
60,22,50,15,3,1.003302109,1.203972804,Virginica
69,32,57,23,3,0.768370602,0.907557052,Virginica
74,28,61,19,3,0.971860583,1.166434885,Virginica
56,28,49,20,3,0.693147181,0.896088025,Virginica
73,29,63,18,3,0.923163611,1.252762968,Virginica
67,25,58,18,3,0.985816795,1.170071253,Virginica
65,30,58,22,3,0.773189888,0.969400557,Virginica
69,31,54,21,3,0.8001193,0.944461609,Virginica
72,36,61,25,3,0.693147181,0.891998039,Virginica
65,32,51,20,3,0.708651367,0.936093359,Virginica
64,27,53,19,3,0.863046217,1.025852934,Virginica
68,30,55,21,3,0.818310324,0.962810748,Virginica
57,25,50,20,3,0.824175443,0.916290732,Virginica
58,28,51,24,3,0.7282385,0.753771802,Virginica
63,33,60,25,3,0.646627165,0.875468737,Virginica
